NAME,ID,ALGORITHM,STATUS,ERROR_MODULES,ERROR_HANDLING,TRIAL_NUMBER,DATE,TIME,COMMENT
s0_2552,10706640,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,04:19:44.02,
s0_2828,10700292,ORCA,COMPLETE,OPT,{},1,2024-10-15,21:34:46.41,
s0_2528,10706707,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,08:35:03.15,
s0_2819,10700410,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization""]}",2,2024-10-16,03:50:29.45,
s0_4118,10706766,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,10:35:13.90,
s0_861,10706979,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,12:50:24.40,
s0_1849,10707192,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,15:05:34.89,
s0_2698,10707201,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,15:20:36.94,
s0_899,10700394,ORCA,COMPLETE,OPT,{},1,2024-10-16,02:35:19.16,
s0_2759,10700398,ORCA,COMPLETE,OPT,{},1,2024-10-16,02:50:21.14,
s0_2569,10700401,ORCA,COMPLETE,OPT,{},1,2024-10-16,03:05:24.25,
s0_4540,10700411,ORCA,COMPLETE,OPT,{},1,2024-10-16,03:50:30.47,
s0_4076,10700412,ORCA,COMPLETE,OPT,{},1,2024-10-16,03:50:31.48,
s0_47,10707213,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,15:35:39.04,
s0_1379,10700533,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization""]}",2,2024-10-16,09:51:17.73,
s0_898,10700441,ORCA,COMPLETE,OPT,{},1,2024-10-16,06:05:47.95,
s0_3511,10700445,ORCA,COMPLETE,OPT,{},1,2024-10-16,06:20:49.97,
s0_1149,10700451,ORCA,COMPLETE,OPT,{},1,2024-10-16,06:35:52.11,
s0_994,10700455,ORCA,COMPLETE,OPT,{},1,2024-10-16,07:05:55.08,
s0_937,10700463,ORCA,COMPLETE,OPT,{},1,2024-10-16,07:35:58.25,
s0_1898,10700687,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization""]}",2,2024-10-16,12:36:35.10,
s0_3091,10700469,ORCA,COMPLETE,OPT,{},1,2024-10-16,08:06:02.23,
s0_4112,10700744,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization""]}",2,2024-10-16,13:36:44.54,
s0_2700,10707230,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,15:50:41.13,
s0_4928,10700514,ORCA,COMPLETE,OPT,{},1,2024-10-16,09:06:11.58,
s0_4634,10700534,ORCA,COMPLETE,OPT,{},1,2024-10-16,09:51:18.75,
s0_844,10700560,ORCA,COMPLETE,OPT,{},1,2024-10-16,10:06:20.80,
s0_4142,10707329,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,19:50:59.04,
s0_909,10707382,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,23:06:13.56,
s0_4367,10700688,ORCA,COMPLETE,OPT,{},1,2024-10-16,12:36:36.12,
s0_809,10707412,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-25,23:36:16.70,
s0_4134,10700702,ORCA,COMPLETE,OPT,{},1,2024-10-16,13:06:40.14,
s0_4543,10700703,ORCA,COMPLETE,OPT,{},1,2024-10-16,13:06:41.16,
s0_3321,10700777,ORCA,COMPLETE,OPT,{},1,2024-10-16,14:36:49.61,
s0_4121,10707416,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-26,00:06:19.77,
s0_1152,10701090,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization""]}",2,2024-10-17,00:22:48.18,
s0_2024,10707428,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-26,01:06:24.90,
s0_995,10700895,ORCA,COMPLETE,OPT,{},1,2024-10-16,16:22:00.75,
s0_2551,10707440,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-26,02:21:31.08,
s0_4125,10701053,ORCA,COMPLETE,OPT,{},1,2024-10-16,21:22:26.57,
s0_814,10707478,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-26,05:36:45.96,
s0_4371,10701068,ORCA,COMPLETE,OPT,{},1,2024-10-16,23:07:35.87,
s0_3339,10701075,ORCA,COMPLETE,OPT,{},1,2024-10-16,23:37:38.93,
s0_2758,10701076,ORCA,COMPLETE,OPT,{},1,2024-10-16,23:37:39.95,
s0_4544,10701077,ORCA,COMPLETE,OPT,{},1,2024-10-16,23:37:40.97,
s0_1563,10707479,ORCA,FAIL,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-26,05:51:47.97,All frequencies below 100 and applied solutions didn't work
s0_4111,10701110,ORCA,COMPLETE,OPT,{},1,2024-10-17,01:07:52.34,
s0_2829,10701156,ORCA,COMPLETE,OPT,{},1,2024-10-17,03:08:02.90,
s0_48,10701168,ORCA,COMPLETE,OPT,{},1,2024-10-17,04:08:10.27,
s0_2570,10701173,ORCA,COMPLETE,OPT,{},1,2024-10-17,04:23:12.33,
s0_2820,10701181,ORCA,COMPLETE,OPT,{},1,2024-10-17,04:38:14.34,
s0_3092,10701182,ORCA,COMPLETE,OPT,{},1,2024-10-17,04:38:15.36,
s0_4143,10707599,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-26,11:52:15.76,
s0_2789,10701195,ORCA,COMPLETE,OPT,{},1,2024-10-17,05:53:22.76,
s0_4115,10701197,ORCA,COMPLETE,OPT,{},1,2024-10-17,06:08:24.72,
s0_4136,10701206,ORCA,COMPLETE,OPT,{},1,2024-10-17,06:38:27.95,
s0_4052,10708628,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-28,10:55:05.48,
s0_1378,10707655,ORCA,COMPLETE,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-26,14:07:27.62,
s0_1238,10709134,ORCA,FAIL,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-29,01:55:40.71,ERROR SIN SOLUCION PREDETERMINADA
s0_796,10707854,ORCA,FAIL,OPT,"{""OPT"": [""!TightOpt | used to lower the thresholds for the geometry optimization"", ""!Verytightopt defgrid3 | used to lower the threshold for the geometry optimization with tightening the numerical integration grid""]}",3,2024-10-26,23:53:11.53,All frequencies below 100 and applied solutions didn't work
s0_993,10701234,ORCA,COMPLETE,OPT,{},1,2024-10-17,08:23:41.49,
